Chr01	WW01	19476905	131	0
Chr01	WW04	18401325	119	0
Chr01	ME01	23939675	173	1
Chr02	WW01	20541529	182	2
Chr02	WW04	19394414	186	1
Chr02	ME01	25477436	157	0
Chr03	WW01	15179223	104	0
Chr03	WW04	14417985	123	0
Chr03	ME01	18696937	124	0
Chr04	WW01	15047807	111	4
Chr04	WW04	14156165	109	0
Chr04	ME01	18401397	110	1
Chr05	WW01	14776498	109	1
Chr05	WW04	13970304	186	0
Chr05	ME01	17917555	160	1
Chr06	WW01	13236404	160	0
Chr06	WW04	12401549	128	1
Chr06	ME01	16093317	143	2
Chr07	WW01	13785912	137	0
Chr07	WW04	13114485	158	1
Chr07	ME01	16514977	126	0
Chr08	WW01	11678634	93	1
Chr08	WW04	11114932	122	1
Chr08	ME01	14367272	87	3
Chr09	WW01	10528961	95	3
Chr09	WW04	9874120	84	0
Chr09	ME01	12961484	89	0
Chr10	WW01	10233547	89	1
Chr10	WW04	9587219	91	2
Chr10	ME01	12235516	89	1
Chr11	WW01	9247990	88	1
Chr11	WW04	8724523	131	1
Chr11	ME01	11454133	64	0
Chr12	WW01	8514500	112	0
Chr12	WW04	7975965	105	3
Chr12	ME01	10657943	57	0
Chr13	WW01	8132181	87	0
Chr13	WW04	7657896	72	0
Chr13	ME01	10091062	79	0
Chr14	WW01	8859760	81	0
Chr14	WW04	8349928	58	1
Chr14	ME01	10912374	91	0
Chr15	WW01	8550227	70	0
Chr15	WW04	8063929	48	0
Chr15	ME01	10678332	68	0
Chr16	WW01	8273491	97	0
Chr16	WW04	7835751	116	0
Chr16	ME01	10212779	112	0
Chr17	WW01	7743454	138	4
Chr17	WW04	7299742	99	0
Chr17	ME01	9378363	97	0
Chr18	WW01	6708024	61	0
Chr18	WW04	6286076	101	0
Chr18	ME01	8499447	137	0
Chr19	WW01	7287083	153	0
Chr19	WW04	6944307	176	1
Chr19	ME01	8871034	130	0
Chr20	WW01	7045579	109	1
Chr20	WW04	6684378	134	2
Chr20	ME01	8423350	107	0
Chr21	WW01	6369062	55	0
Chr21	WW04	6108978	67	0
Chr21	ME01	7443219	83	0
