Chr01	WW01	2207932	82	0
Chr01	WW04	2231551	77	0
Chr01	ME01	6462278	118	0
Chr02	WW01	2371906	78	0
Chr02	WW04	2418092	126	0
Chr02	ME01	6340830	102	0
Chr03	WW01	1935130	92	0
Chr03	WW04	1778088	90	0
Chr03	ME01	5143182	58	0
Chr04	WW01	1725244	56	0
Chr04	WW04	1780639	73	0
Chr04	ME01	4721861	80	1
Chr05	WW01	1761505	81	0
Chr05	WW04	1760786	109	0
Chr05	ME01	4589321	125	1
Chr06	WW01	1665525	92	0
Chr06	WW04	1721347	118	0
Chr06	ME01	4449348	110	0
Chr07	WW01	1842342	98	2
Chr07	WW04	1889008	96	1
Chr07	ME01	4526799	110	0
Chr08	WW01	1496192	74	0
Chr08	WW04	1494102	127	0
Chr08	ME01	3996629	61	0
Chr09	WW01	1131774	56	0
Chr09	WW04	1164242	46	0
Chr09	ME01	3541582	40	0
Chr10	WW01	1131811	63	0
Chr10	WW04	1099222	57	0
Chr10	ME01	3286708	66	0
Chr11	WW01	1281696	64	1
Chr11	WW04	1275620	73	1
Chr11	ME01	3331984	47	0
Chr12	WW01	1124786	67	0
Chr12	WW04	1093962	49	0
Chr12	ME01	3094409	25	0
Chr13	WW01	1179941	48	1
Chr13	WW04	1171230	36	0
Chr13	ME01	3107966	49	0
Chr14	WW01	991615	30	0
Chr14	WW04	994163	39	0
Chr14	ME01	3048496	44	0
Chr15	WW01	873656	33	0
Chr15	WW04	972257	36	0
Chr15	ME01	2833755	41	0
Chr16	WW01	1134196	66	0
Chr16	WW04	1097117	79	1
Chr16	ME01	2745869	72	0
Chr17	WW01	1218644	76	1
Chr17	WW04	1130502	70	0
Chr17	ME01	2597832	79	0
Chr18	WW01	986847	59	2
Chr18	WW04	1023964	64	0
Chr18	ME01	2497571	59	0
Chr19	WW01	1098160	70	0
Chr19	WW04	1179035	114	0
Chr19	ME01	2457031	81	0
Chr20	WW01	1123783	61	0
Chr20	WW04	1105922	64	0
Chr20	ME01	2315080	66	0
Chr21	WW01	792501	23	0
Chr21	WW04	714951	19	0
Chr21	ME01	1772314	47	0
